,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
88999,2021,LA,Louisiana,St. Mary,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,38.4,,,34.3,42.9,48232,22101,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-91.4638037 29.6293488)
89002,2021,LA,Louisiana,Lafayette,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,26.2,,,22.5,29.8,244205,22055,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-92.06417 30.2065065)
89003,2021,LA,Louisiana,Ouachita,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.0,,,18.7,25.2,158768,22073,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-92.1515814 32.480932)
89012,2020,LA,Louisiana,Calcasieu,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,72.9,,,70.2,75.2,205282,22019,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-93.3580154 30.2295588)
89014,2021,LA,Louisiana,Caldwell,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,21.2,,,18.3,24.2,9571,22021,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-92.1142311 32.1012195)
89016,2020,LA,Louisiana,Morehouse,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.4,,,71.1,77.7,25025,22067,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-91.8003988 32.8200082)
89018,2021,LA,Louisiana,Claiborne,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.6,,,4.2,5.1,14038,22027,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-92.9897278 32.8271597)
89020,2021,LA,Louisiana,Calcasieu,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.8,,,74.7,80.8,205282,22019,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-93.3580154 30.2295588)
89023,2021,LA,Louisiana,Madison,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.1,,,33.2,43.2,9799,22065,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-91.2319321 32.3468782)
89028,2020,LA,Louisiana,West Feliciana,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,71.0,,,67.9,73.9,15494,22125,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-91.421776 30.8733639)
89030,2021,LA,Louisiana,Iberville,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,13.5,,,11.6,15.6,29824,22047,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-91.3658718 30.2706526)
89032,2021,LA,Louisiana,Avoyelles,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,27.5,,,23.0,32.1,39236,22009,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-91.9832748 31.088503)
89036,2021,LA,Louisiana,St. Landry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.9,,,33.2,47.1,82071,22097,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-91.9892745 30.5834409)
89041,2021,LA,Louisiana,Vermilion,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.6,,,16.2,23.4,57204,22113,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-92.2915678 29.7897222)
89047,2021,LA,Louisiana,Livingston,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.6,,,3.0,4.2,145830,22063,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-90.7274738 30.4404194)
89051,2021,LA,Louisiana,Concordia,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,22.9,,,19.7,26.3,18376,22029,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-91.626315 31.4698053)
89052,2021,LA,Louisiana,St. Helena,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,79.6,,,75.1,83.8,10912,22091,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-90.7083074 30.8225386)
89053,2020,LA,Louisiana,Winn,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,39.7,,,38.2,41.1,13488,22127,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-92.6412694 31.9411871)
89055,2021,LA,Louisiana,St. Bernard,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,84.2,,,81.2,87.0,44258,22087,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-89.2634941 29.9181102)
89056,2021,LA,Louisiana,West Baton Rouge,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.5,,,30.7,40.5,27792,22121,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-91.309808 30.4640516)
89060,2021,LA,Louisiana,St. Landry,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,14.0,,,12.0,16.1,82071,22097,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-91.9892745 30.5834409)
89067,2021,LA,Louisiana,Concordia,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,14.7,,,12.8,16.8,18376,22029,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-91.626315 31.4698053)
89068,2021,LA,Louisiana,St. Charles,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,31.0,,,26.6,35.6,52282,22089,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-90.3578553 29.9057222)
89070,2021,LA,Louisiana,Catahoula,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,26.3,,,21.8,30.9,8805,22025,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-91.846703 31.666517)
89071,2021,LA,Louisiana,Rapides,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.9,3.5,128654,22079,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-92.5359531 31.1932037)
89074,2020,LA,Louisiana,Iberville,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,76.6,,,73.3,79.7,29824,22047,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-91.3658718 30.2706526)
89075,2021,LA,Louisiana,St. Charles,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.3,,,4.6,6.1,52282,22089,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-90.3578553 29.9057222)
89076,2021,LA,Louisiana,Beauregard,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,16.9,,,14.5,19.7,36584,22011,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-93.3402526 30.6450184)
89084,2021,LA,Louisiana,Vermilion,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,26.3,,,22.1,30.9,57204,22113,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-92.2915678 29.7897222)
89086,2021,LA,Louisiana,West Feliciana,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.5,,,32.4,42.6,15494,22125,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-91.421776 30.8733639)
89087,2020,LA,Louisiana,St. James,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,72.6,,,70.1,74.7,19742,22093,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-90.7939562 30.0247772)
89088,2021,LA,Louisiana,Concordia,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,22.6,,,19.7,25.7,18376,22029,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-91.626315 31.4698053)
89091,2021,LA,Louisiana,Jefferson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.3,,,25.1,31.5,433688,22051,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-90.036231 29.5033)
89092,2021,LA,Louisiana,St. James,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,39.5,,,34.3,44.7,19742,22093,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-90.7939562 30.0247772)
89093,2021,LA,Louisiana,St. Martin,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.0,,,8.8,13.5,51540,22099,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-91.6114814 30.1214329)
89095,2021,LA,Louisiana,St. Tammany,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,2.8,3.8,269388,22103,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-89.9519622 30.4100224)
89097,2021,LA,Louisiana,Jefferson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.5,,,9.9,13.1,433688,22051,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-90.036231 29.5033)
89099,2021,LA,Louisiana,St. Mary,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,8.5,,,7.6,9.6,48232,22101,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-91.4638037 29.6293488)
89105,2020,LA,Louisiana,Tensas,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.4,,,67.8,72.8,4043,22107,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-91.342576 32.0014894)
89106,2021,LA,Louisiana,Franklin,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.3,,,9.9,12.9,19668,22041,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-91.6723711 32.1390764)
89112,2021,LA,Louisiana,Bossier,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.6,10.3,129144,22015,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-93.6265609 32.6984813)
89114,2021,LA,Louisiana,Calcasieu,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.7,,,3.3,4.1,205282,22019,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-93.3580154 30.2295588)
89115,2021,LA,Louisiana,Jefferson Davis,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.1,,,33.5,49.0,32345,22053,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-92.8162205 30.2695293)
89122,2021,LA,Louisiana,St. Charles,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.0,7.3,52282,22089,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-90.3578553 29.9057222)
89123,2021,LA,Louisiana,Evangeline,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,8.4,,,7.4,9.4,32215,22039,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-92.4040858 30.7206932)
89126,2021,LA,Louisiana,Lafourche,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.9,,,14.9,21.2,97504,22057,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-90.394849 29.4919925)
89127,2021,LA,Louisiana,St. Landry,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,20.1,,,17.6,22.9,82071,22097,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-91.9892745 30.5834409)
89142,2021,LA,Louisiana,Orleans,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.4,11.5,376971,22071,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-89.9345018 30.0534195)
89146,2021,LA,Louisiana,Ouachita,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.8,,,6.2,7.6,158768,22073,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-92.1515814 32.480932)
89148,2021,LA,Louisiana,Union,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,38.7,,,34.1,43.3,21091,22111,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-92.3756501 32.8293486)
89150,2021,LA,Louisiana,Claiborne,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,23.8,,,19.7,28.2,14038,22027,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-92.9897278 32.8271597)
89153,2021,LA,Louisiana,Rapides,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,17.6,,,15.0,20.7,128654,22079,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-92.5359531 31.1932037)
89155,2021,LA,Louisiana,Madison,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.0,,,26.8,35.6,9799,22065,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-91.2319321 32.3468782)
89156,2021,LA,Louisiana,Tangipahoa,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.4,,,74.3,80.1,135217,22105,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-90.4064899 30.6213483)
89158,2020,LA,Louisiana,Plaquemines,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,75.3,,,71.6,79.0,23303,22075,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-89.5760676 29.282447)
89162,2020,LA,Louisiana,Ascension,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,33.8,36.7,128369,22005,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-90.9125023 30.2064437)
89171,2021,LA,Louisiana,Sabine,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,10.0,,,8.9,11.3,22135,22085,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-93.5595793 31.5604024)
89172,2021,LA,Louisiana,Allen,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.9,,,73.5,80.0,22687,22003,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-92.8196052 30.6527435)
89173,2021,LA,Louisiana,Bienville,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,25.2,,,21.3,30.1,12776,22013,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-93.0411511 32.3409517)
89179,2021,LA,Louisiana,Sabine,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,16.1,,,13.9,18.6,22135,22085,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-93.5595793 31.5604024)
89181,2020,LA,Louisiana,LaSalle,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,53.3,,,49.5,57.5,14834,22059,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-92.1615956 31.6800826)
89185,2021,LA,Louisiana,West Feliciana,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,31.3,48.3,15494,22125,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.421776 30.8733639)
89191,2020,LA,Louisiana,Jefferson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.1,,,67.8,72.3,433688,22051,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-90.036231 29.5033)
89196,2021,LA,Louisiana,Webster,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,9.1,,,8.0,10.3,36184,22119,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-93.3398245 32.7321522)
89199,2020,LA,Louisiana,Iberville,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,33.5,,,28.0,39.5,29824,22047,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-91.3658718 30.2706526)
89202,2020,LA,Louisiana,Grant,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.3,,,69.9,78.3,22236,22043,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-92.5617156 31.5977873)
89204,2021,LA,Louisiana,Bossier,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.4,,,10.6,14.4,129144,22015,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-93.6265609 32.6984813)
89205,2020,LA,Louisiana,Terrebonne,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.8,,,33.6,36.0,108708,22109,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-90.8436739 29.3341299)
89209,2021,LA,Louisiana,Rapides,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.7,,,74.1,82.7,128654,22079,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-92.5359531 31.1932037)
89210,2021,LA,Louisiana,Lincoln,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,24.6,,,21.1,28.3,48152,22061,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-92.6623026 32.6018231)
89212,2021,LA,Louisiana,Tangipahoa,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.7,,,18.7,25.0,135217,22105,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-90.4064899 30.6213483)
89215,2021,LA,Louisiana,Caddo,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.3,6.5,233092,22017,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-93.8849698 32.5801062)
89223,2021,LA,Louisiana,Caddo,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,34.9,,,30.7,39.0,233092,22017,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-93.8849698 32.5801062)
89229,2021,LA,Louisiana,Allen,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.7,,,7.4,10.3,22687,22003,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-92.8196052 30.6527435)
89231,2021,LA,Louisiana,Bossier,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.8,,,15.2,22.7,129144,22015,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-93.6265609 32.6984813)
89244,2020,LA,Louisiana,Winn,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.1,,,78.8,83.5,13488,22127,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-92.6412694 31.9411871)
89245,2021,LA,Louisiana,Cameron,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,27.8,,,22.5,33.1,5080,22023,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-93.1649478 29.871812)
89246,2020,LA,Louisiana,St. Landry,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,36.3,,,29.7,43.9,82071,22097,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-91.9892745 30.5834409)
89250,2020,LA,Louisiana,LaSalle,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,80.9,,,78.3,83.5,14834,22059,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-92.1615956 31.6800826)
89256,2020,LA,Louisiana,Calcasieu,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,31.8,,,26.5,37.9,205282,22019,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-93.3580154 30.2295588)
89257,2021,LA,Louisiana,Lincoln,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.6,,,10.7,14.5,48152,22061,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-92.6623026 32.6018231)
89260,2021,LA,Louisiana,Washington,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,26.6,,,22.3,31.1,45133,22117,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-90.0462534 30.8521435)
89261,2021,LA,Louisiana,Winn,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,7.7,,,6.7,8.8,13488,22127,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-92.6412694 31.9411871)
89264,2020,LA,Louisiana,West Carroll,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.6,,,35.2,38.0,9594,22123,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-91.4519982 32.7924797)
89274,2021,LA,Louisiana,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83.1,,,80.0,86.1,14876,22049,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-92.5616997 32.3042901)
